,posted,neighborhood,post title,number bedrooms,sqft,URL,price
894,2019-04-26 07:27, (inner richmond),Spacious Top Unit Lake St Traditional SF Railway Flat,2br,1750ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-top-unit-lake-st/6875168977.html,4300
895,2019-04-26 07:27, (noe valley),Charming 1 Bedroom in Fabulous Noe Location,1br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-charming-1-bedroom-in/6862156226.html,3250
896,2019-04-26 07:26, (mission district),"Modern Condo w/ Courtyard and Views;  W/D in unit, 5min from 24th St.",1br,675ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-modern-condo-courtyard/6870849865.html,3700
897,2019-04-26 07:25, (marina / cow hollow),FLAT 2 BEDROOM + SUNROOM FLAT with  2-CAR GARAGE - MARINA DISTRICT,2br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-flat-2-bedroom-sunroom/6875167333.html,5200
898,2019-04-26 07:16, (visitacion valley),"Close to SSF company,UCSFmissionbay, For Rent, Sunnyside of SF,",3br,1200ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-close-to-ssf/6875159906.html,3800
899,2019-04-26 07:16, (lower nob hill),OPEN HOUSE. CHARMING STUDIO FOR RENT. HRWD FLOOR. DESIRABLE LOCATION,,,https://sfbay.craigslist.org/sfc/apa/d/open-house-charming-studio-for-rent/6875158567.html,1950
900,2019-04-26 07:12, (lower nob hill),"GREAT LOCATION. BRIGHT, COZY & CLEAN 1 Bed/bath HRWD FLR",1br,750ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-great-location-bright/6875155434.html,2600
901,2019-04-26 07:12, (noe valley),Three Bedroom Victorian Flat,3br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-three-bedroom-victorian/6867626939.html,5500
902,2019-04-26 07:12, (ingleside / SFSU / CCSF),Master bedroom  Walking to SFSU/Stonetown Mall/Transportation(inglesi,1br,,https://sfbay.craigslist.org/sfc/apa/d/daly-city-master-bedroom-walking-to/6875156233.html,1295
903,2019-04-26 07:11, (downtown / civic / van ness),EXCELLENT NEIBORHOOD.  READY MOVE-IN 1 BED/1 bath hardwood floor,1br,750ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-excellent-neiborhood/6875155103.html,2500
904,2019-04-26 07:10, (downtown / civic / van ness),EXCELLENT NEIBORHOOD.  READY MOVE-IN 1 BED/1 bath hardwood floor,1br,750ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-excellent-neiborhood/6875154410.html,2500
905,2019-04-26 07:08, (twin peaks / diamond hts),Rvtd Miraloma Park Home/Double Garage/Garden/Near Forest Hill Muni,4br,1960ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-rvtd-miraloma-park-home/6872905195.html,5750
906,2019-04-26 07:07, (noe valley),"Abundant natural light, two bedroom Noe Valley",,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-abundant-natural-light/6875152166.html,3275
907,2019-04-26 07:02, (San Francisco),Affordable Option Now,,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-affordable-option-now/6875147911.html,28
908,2019-04-26 07:02," (Sonoma, CA)",Beautiful Two beds 2 baths Remodeled kitchen with island,,,https://sfbay.craigslist.org/sfc/apa/d/sonoma-beautiful-two-beds-2-baths/6875129559.html,2755
909,2019-04-26 07:00, (nob hill),Gorgeous Two Bed One Bath on Larkin and Washington ~ J.Wavro,2br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-gorgeous-two-bed-one-bath/6875146407.html,4150
910,2019-04-26 06:59," (Berkeley, CA)",2 Bedrooms/1 Bathroom Spacious Living and Dining Rooms,,,https://sfbay.craigslist.org/sfc/apa/d/berkeley-2-bedrooms-1-bathroom-spacious/6875141172.html,1955
911,2019-04-26 06:58, (richmond / seacliff),"Edwardian Style Richmond District 1bd  w/pkg, views ~ J.Wavro",1br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-edwardian-style-richmond/6875144592.html,3100
912,2019-04-26 06:57, (inner richmond),**Update 2 (two) bedrooms 2 (two) baths unit w/some furnished,2br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-update-2-two-bedrooms-2/6869963060.html,3800
913,2019-04-26 06:55," (San Francisco, CA)","Two Bedrooms With Walk-in Closets, a Bathroom With Art Deco Tiles",,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-two-bedrooms-with-walk-in/6875138961.html,2255
914,2019-04-26 06:55, (SOMA / south beach),"Located in Heart SOMA,3 level Loft,2 bedrooms,2.5brs,Patio,easy FWY ac",2br,1395ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-located-in-heart-soma3/6875142178.html,3920
915,2019-04-26 06:54, (SOMA / south beach),"LOCATION,3)levels,PATIO, 2)Fireplaces,2)bdrm,2.5baths,easy FWY access",2br,1550ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-location3levelspatio/6875141889.html,4320
916,2019-04-26 06:54, (castro / upper market),Open House 4/28 Sunday 12pm! TOP FLOOR FLAT! ~ J.Wavro,3br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-open-house-4-28-sunday/6875141733.html,5445
917,2019-04-26 06:50, (russian hill),Remodeled 2bd/1ba....Furnished Available March 14,2br,875ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-2bd/6863832270.html,4450
918,2019-04-26 06:47, (twin peaks / diamond hts),Upper Market | City Views | Top Floor | New Listing,1br,805ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-upper-market-city-views/6871929850.html,2995
919,2019-04-26 06:47, (twin peaks / diamond hts),OPEN HOUSE SATURDAY AT 1PM | City Views | Spacious | ReLISTO,1br,805ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-open-house-saturday-at/6873535479.html,2995
920,2019-04-26 06:47, (nob hill),OPEN HOUSE SATURDAY AT 1PM | Premier Nob Hill Location,2br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-open-house-saturday-at/6873536182.html,4195
921,2019-04-26 06:47, (mission district),OPEN HOUSE SATURDAY AT 2PM | Bright and Quiet | Great location,,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-open-house-saturday-at/6873534387.html,2495
922,2019-04-26 06:47, (mission district),New Listing | Bright and Quiet | Great location | RELISTO,,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-new-listing-bright-and/6871930180.html,2495
923,2019-04-26 06:45, (sunset / parkside),"2 spacious bedroom, 1 bath house, plus extra office & large bonus room",2br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-spacious-bedroom-1-bath/6875126390.html,3600
924,2019-04-26 06:43, (noe valley),"Charming apt. Hardwood floors throughout, French doors ~ J.Wavro",1br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-charming-apt-hardwood/6875133192.html,2750
925,2019-04-26 06:37, (mission district),Remodeled 2-3 Bedroom condo in the Mission! Pet negotiable ~ J.Wavro,3br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-2-3-bedroom/6875128909.html,4695
926,2019-04-26 06:33, (mission district),Bright Top Floor Remodeled Prime Mission 2bd Flat! ~ J.Wavro,2br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bright-top-floor/6875126393.html,3750
927,2019-04-26 06:27, (mission district),Luxury Two bed Two Bath Mission Condo / Corner Unit! ~ J.Wavro,2br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-luxury-two-bed-two-bath/6875121940.html,6180
928,2019-04-26 06:26, (SOMA / south beach),RENTED! ARDEN | LARGE 3BD/2BA with MASSIVE TERRACE | Rob Orlando SFRES,3br,1618ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-rented-arden-large-3bd/6865472150.html,7279
929,2019-04-26 06:12, (castro / upper market),CENTER OF THE CITY PIED-A-TIERRE.,1br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-center-of-the-city-pied/6867085810.html,3499
930,2019-04-26 06:00, (pacific heights),Jackson @ Laguna | Stylish 2BR / 2BA Condo. Garage. 2 Spots. May 14,2br,1000ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-jackson-laguna-stylish/6875104610.html,5100
931,2019-04-26 05:59, (hayes valley),Artani. Great Contemporary 2BR / 2BA Condo. Garage.,2br,800ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-artani-great-contemporary/6875104073.html,3740
932,2019-04-26 05:57, (castro / upper market),Crown Terrace @ Clarendon | Spectacular Gorgeous Large JR 1. City View,,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-crown-terrace-clarendon/6875103272.html,3300
933,2019-04-26 05:51, (noe valley),Victorian Flat Classic-Liberty Hill Historic District,4br,1900ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-victorian-flat-classic/6875100300.html,5995
934,2019-04-26 05:45, (glen park),2-Bedroom Sunnyside Home,2br,955ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-bedroom-sunnyside-home/6869744380.html,3950
935,2019-04-26 05:43, (ingleside / SFSU / CCSF),Cozy 2-Bedroom Home in Sunnyside District,2br,955ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-cozy-2-bedroom-home-in/6873420566.html,3950
936,2019-04-26 05:41, (inner richmond),"Presidio of SF, USF, UCSF",2br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-presidio-of-sf-usf-ucsf/6866714247.html,3800
937,2019-04-26 05:24, (lower haight),de	Lower Haight were converted from a 1926 movie palace in 2001. Loft,2br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-de-lower-haight-were/6875085732.html,4000
938,2019-04-26 05:04, (SOMA / south beach),Harrison @ 4th | Excellent Fully Contemporary 1 Bedroom.  Available,1br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-harrison-4th-excellent/6875079887.html,3600
939,2019-04-26 05:02, (SOMA / south beach),Minna @ 7th | Sunny 2BR / 2BA View Loft Condo. Garage May 5,2br,1022ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-minna-7th-sunny-2br-2ba/6875079325.html,4100
940,2019-04-26 04:58, (inner sunset / UCSF),Kirkham @ 16th | Great Top Floor Newer Construction 2+BR / 2BA Flat,2br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-kirkham-16th-great-top/6875077824.html,4000
941,2019-04-26 04:57, (sunset / parkside),Parkside Find,1br,500ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-parkside-find/6875077548.html,1900
942,2019-04-26 04:57," (San Francisco, CA)","Beautiful, Clean & Roomy 1 bedrooms 1 bathrooms!",1br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-clean-roomy-1/6875059864.html,800
943,2019-04-26 04:56, (lower haight),Noe @ Beaver | Sunny Exceptional 3+BR/2BA Top Floor Condo. Views,4br,1700ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-noe-beaver-sunny/6875077454.html,6800
944,2019-04-26 04:56, (cole valley / ashbury hts),"Masonic @ Waller | Huge 4 Bedroom, Split Bath Full Floor Flat.  Ready",4br,1600ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-masonic-waller-huge-4/6875077322.html,5400
945,2019-04-26 04:51, (inner sunset / UCSF),9th @ Noriega | Top Floor 4+BR/2BA Flat. Garage. Private Laundry. Yard,5br,1500ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-9th-noriega-top-floor-4br/6875075467.html,4600
946,2019-04-26 04:49, (mission district),Capp @ 21st | Sunny Contemporary Flat. Garage. Laundry. Yard. Ready,2br,1250ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-capp-21st-sunny/6875075064.html,4000
947,2019-04-26 04:49, (pacific heights),Pacific @ Steiner | Huge 4BR / 2.5BA Flat. Large Private South Deck,4br,1800ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-pacific-steiner-huge-4br/6875074868.html,8200
948,2019-04-26 04:24, (marina / cow hollow),2 Bedroom flat located in Cow Hollow,2br,1085ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-bedroom-flat-located-in/6875067944.html,4950
949,2019-04-26 04:21, (SOMA / south beach),TermsAvailable Date: 05/29/2019<br/,2br,1268ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-termsavailable-date-br/6875065132.html,4500
950,2019-04-26 04:21, (marina / cow hollow),New Renovation with View of the Golden Gate Bridge 7 THE BAY,2br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-new-renovation-with-view/6875067274.html,3800
951,2019-04-26 04:06, (bayview),"Beautiful two bedroom, one bathroom apartment",2br,1250ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-two-bedroom-one/6875056381.html,2750
952,2019-04-26 04:04, (marina / cow hollow),1 bed/bath in Cow Hollow 2 bd/bath apt w/parking! Flexible move in,1br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1-bed-bath-in-cow-hollow/6852466874.html,2600
953,2019-04-26 02:53, (castro / upper market),Flat with panoramic view,1br,1100ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-flat-with-panoramic-view/6875053095.html,3660
954,2019-04-26 02:22, (lower pac hts),2 Bedroom Home near UCSF,2br,950ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-bedroom-home-near-ucsf/6875048945.html,7077
955,2019-04-26 02:00, (SOMA / south beach),ONE RINCON HILL | Furnished 2BR w/City&Twin Peaks View | Skybox Realty,2br,1238ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-one-rincon-hill-furnished/6875047804.html,6000
956,2019-04-26 01:51, (tenderloin),1 BR with Easy Commute to Downtown SF,1br,600ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1-br-with-easy-commute-to/6875047087.html,5429
957,2019-04-26 01:25, (lower pac hts),Lower Pac Heights 5/2 Furnished Condo $7400,5br,1600ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-lower-pac-heights-5-2/6875044810.html,7400
958,2019-04-26 00:58, (financial district),"1BR Luxury Condo, Amazing Views, One Rincon Hill, Fully furnished",1br,605ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1br-luxury-condo-amazing/6870719742.html,4950
959,2019-04-26 00:45, (SOMA / south beach),Looking tenant FURNISHED MODERN 1BD/1BA CONDO SHORT TERM,1br,800ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-looking-tenant-furnished/6875040961.html,3850
960,2019-04-26 00:18, (marina / cow hollow),Premium Marina Home w Yard & 3 Car Parking!,3br,2360ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-premium-marina-home-yard/6867389060.html,11500
961,2019-04-26 00:15, (richmond / seacliff),One bedroom apartment for rent,1br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-one-bedroom-apartment-for/6875037800.html,2700
962,2019-04-26 00:03, (inner sunset / UCSF),"Convenient location Near UCSF, FOREST HILL with parking",1br,740ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-convenient-location-near/6873383179.html,2680
963,2019-04-26 00:03, (sunset / parkside),1 bedroom & MASTER for rent Lake Merced UCSF Westlake $1100 per mo,2br,120ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1-bedroom-master-for-rent/6875036614.html,1100
964,2019-04-25 23:54, (noe valley),Modern 1BR w/ garden near transit in Glen Park,1br,622ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-modern-1br-garden-near/6875035379.html,3580
965,2019-04-25 23:52, (mission district),2br hot valencia st new kitch bath floors new windows,2br,599ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2br-hot-valencia-st-new/6875035348.html,2899
966,2019-04-25 23:51, (sunset / parkside),Lovely One Bedroom Apartment in Sunset,1br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-lovely-one-bedroom/6871293254.html,1800
967,2019-04-25 23:51, (mission district),2br hot valencia st new kitch bath floors new windows,2br,599ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2br-hot-valencia-st-new/6872869161.html,2899
968,2019-04-25 23:51, (mission district),2br hot valencia st new kitch bath floors new windows,2br,599ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2br-hot-valencia-st-new/6875035238.html,2950
969,2019-04-25 23:51, (mission district),2br hot valencia st new kitch bath floors new windows,2br,599ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2br-hot-valencia-st-new/6875035177.html,2899
970,2019-04-25 23:50, (mission district),2br hot valencia st new kitch bath floors new windows,2br,599ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2br-hot-valencia-st-new/6875035097.html,2950
971,2019-04-25 23:47, (SOMA / south beach),room w/ shared BA near 9th & Howard,1br,121ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-room-shared-ba-near-9th/6861810252.html,2100
972,2019-04-25 23:45, (Inner Richmond),FREE 1st Month's Rent Inner Richmond 1bd/1ba San Francisco,1br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-free-1st-months-rent/6862782657.html,2200
973,2019-04-25 23:42, (north beach / telegraph hill),1BR North Beach,1br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1br-north-beach/6869728883.html,2880
974,2019-04-25 23:33, (nob hill),Prime furnished apartment with 1 yr lease in luxury building,1br,650ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-prime-furnished-apartment/6875032958.html,2500
975,2019-04-25 23:26, (north beach / telegraph hill),Historic More Than a Studio,,600ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-historic-more-than-studio/6870435714.html,2750
976,2019-04-25 23:18, (potrero hill),"2 bed/2 bath Potrero condo w/ parking, laundry",2br,1115ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-bed-2-bath-potrero/6875030722.html,4200
977,2019-04-25 23:15, (Los Altos),Nice Home....Big Backyard.....Great Location,1br,,https://sfbay.craigslist.org/sfc/apa/d/los-altos-nice-homebig-backyardgreat/6875030298.html,1675
978,2019-04-25 23:14, (bayview),Live in any apartment/condo with your pet and waive pet deposit,,,https://sfbay.craigslist.org/sfc/apa/d/live-in-any-apartment-condo-with-your/6862319252.html,0
979,2019-04-25 23:14, (SOMA / south beach),Amazing living room bedroom in 1 bedroom,1br,753ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-amazing-living-room/6875030168.html,1800
980,2019-04-25 23:03, (SOMA / south beach),Luxurious Millennium Tower Condo w/Bridge views & 2 prkg,2br,2820ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-luxurious-millennium/6875028235.html,17500
981,2019-04-25 22:55, (bernal heights),Recently renovated 3 bedroom unit in Bernal Heights,3br,800ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-recently-renovated-3/6861544334.html,4600
982,2019-04-25 22:52, (marina / cow hollow),Beautifully Remodeled 3BR/2BA in Heart of Marina; Top Floor! Pets OK!,3br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautifully-remodeled-3br/6857180869.html,5695
983,2019-04-25 22:44, (sunset / parkside),Newly Renovated Beautiful Home in Central Sunset with Ocean,2br,1100ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-newly-renovated-beautiful/6875025147.html,4300
984,2019-04-25 22:44, (1822 19th Ave San Francisco),1 Bedroom for rent,1br,450ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1-bedroom-for-rent/6860905579.html,1400
985,2019-04-25 22:42, (sunset / parkside),In-law Apartment in Central Sunset,1br,400ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-in-law-apartment-in/6875024703.html,1700
986,2019-04-25 22:41, (inner richmond),"Furnished, short term, Transitional/Temporary housing, near all things",1br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-short-term/6867490348.html,1000
987,2019-04-25 22:41, (sunset / parkside),Lovely Home in Central Sunset Great Neighborhood with Ocean View,2br,1100ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-lovely-home-in-central/6875024616.html,4300
988,2019-04-25 22:41, (potrero hill),"2 STORY, 2 1/2 BATH, DOGPATCH MODERN APT w/WORK STUDIO + PARKING",1br,1350ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-story-bath-dogpatch/6875024520.html,6500
989,2019-04-25 22:38, (ingleside / SFSU / CCSF),"Studio apartment, utilities included",1br,330ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-studio-apartment/6870919739.html,1900
990,2019-04-25 22:36, (Mission District),SPACIOUS 2 BEDROOM AVAILABLE NOW,2br,1600ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-2-bedroom/6875022416.html,3500
991,2019-04-25 22:32, (mission district),Sunny two bedrooms two bathrooms and a patio in The heart of Mission,2br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-sunny-two-bedrooms-two/6875022730.html,3500
992,2019-04-25 22:26, (richmond / seacliff),Charming 3br - 1.5ba Edwardian House near Lake Street,3br,3000ft2,https://sfbay.craigslist.org/sfc/apa/d/charming-3br-15ba-edwardian-house-near/6875021613.html,5100
993,2019-04-25 22:25, (castro / upper market),Quiet & Secluded Corner unit. Remodeled Kitchen & Bath. Fireplace.,2br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-quiet-secluded-corner/6872028992.html,3600
994,2019-04-25 22:24, (downtown / civic / van ness),Newly remodeled 2 Bedrooms 2 full Baths condo in very convenience loca,2br,894ft2,https://sfbay.craigslist.org/sfc/apa/d/san-leandro-newly-remodeled-2-bedrooms/6875020627.html,2400
995,2019-04-25 22:23, (lower pac hts),"Sunny, renovated condo: AMSI Jimmy Bastos",2br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-sunny-renovated-condo/6873433493.html,4195
996,2019-04-25 22:19, (russian hill),2 Bedroom One bath Apartment,2br,900ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-bedroom-one-bath/6875020082.html,3950
997,2019-04-25 22:18, (mission district),2 bedroom Mission Apt: ONE YEAR RENTAL starting July 2019,2br,1200ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-bedroom-mission-apt-one/6871745386.html,2900
998,2019-04-25 22:16, (marina / cow hollow),One bedroom near Union and Van Ness,1br,700ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-one-bedroom-near-union/6875019362.html,3100
999,2019-04-25 22:10, (sunset / parkside),"2 bed/1 bath, inlaw, all utilities included $2600",2br,950ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-bed-1-bath-inlaw-all/6865899697.html,2600
1000,2019-04-25 22:09, (sunset / parkside),LARGE 3 BEDROOM FLAT APT FOR RENT NEAR OCEAN BEACH,3br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-large-3-bedroom-flat-apt/6875017762.html,3895
1001,2019-04-25 22:02, (russian hill),"WOOD FLOORS, UPDATED FEATURES, LARGE STUDIO SPACE WITH ADDITIONAL ROOM",,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-wood-floors-updated/6875016435.html,2595
1002,2019-04-25 22:02, (castro / upper market),TOP Floor 4 Bed Flat w/ Myriad Restaurants at doorstep nr Dolo&Duboce,4br,1325ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-top-floor-4-bed-flat/6868084389.html,7295
1003,2019-04-25 22:00, (nob hill),Luxury apartment SF - Free roommate matching!,,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-luxury-apartment-sf-free/6874994694.html,2100
1004,2019-04-25 21:59, (marina / cow hollow),EXTREMELY RARE JR 1 BEDROOM IN COW HOLLOW FOR RENT,,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-extremely-rare-jr-1/6875015733.html,2795
1005,2019-04-25 21:42, (pacific heights),"2 Bed, 2 Bath - Updated Pacific Heights Condo w Parking",2br,865ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-bed-2-bath-updated/6875011767.html,4450
1006,2019-04-25 21:42, (haight ashbury),Treat yourself... Work with a relocation agent!,,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-treat-yourself-work-with/6874987676.html,2000
1007,2019-04-25 21:31, (pacific heights),Charming Studio #10 @ 2811 California St. Pacific Heights,,,https://sfbay.craigslist.org/sfc/apa/d/charming-studio-california-st-pacific/6871620288.html,1800
1008,2019-04-25 21:20, (hayes valley),"Adorable, Stand-alone Victorian Carriage House",1br,500ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-adorable-stand-alone/6873313013.html,3700
1009,2019-04-25 21:11, (castro / upper market),OPEN: SUN 2PM 2bd/2ba Corona Heights Condo | Views | Deck | Parking,2br,1500ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-open-sun-2pm-2bd-2ba/6865440592.html,6995
1010,2019-04-25 21:05, (glen park),"Spacious, Bright Furnished Glen Park 1BD - View, BART - Jun 1",1br,600ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-bright-furnished/6875001163.html,2600
1011,2019-04-25 21:02, (west portal / forest hill),Super convenient location-charming West Portal 1 BR in law unit,1br,550ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-super-convenient-location/6875000411.html,2300
1012,2019-04-25 20:59, (portola district),Newly vacant 2 bed/1.5 bath in-law with onsite laundry,,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-newly-vacant-2-bed-15/6871752693.html,2200
1013,2019-04-25 20:55, (lower nob hill),"$99 DEPOSIT - Renovated 1BR - Walk to FiDi, BART, Trader Joe's",1br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-99-deposit-renovated-1br/6873104694.html,3290
1014,2019-04-25 20:54, (lower nob hill),"ONE MONTH FREE, $500 DEPOSIT - Stunningly Remodeled 2BR, W/D in UNIT",2br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-one-month-free-500/6873105163.html,4788
1015,2019-04-25 20:54, (lower nob hill),"Top Floor Renovated Pet Friendly Studio,Walk to FiDi,BART, MUNI, SHOPS",,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-top-floor-renovated-pet/6873105564.html,2395
1016,2019-04-25 20:54, (lower nob hill),"$99 DEPOSIT Remodeled Studio w/Luxury Finishes, Walk to FiDi, MUNI",,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-99-deposit-remodeled/6873104261.html,2488
1017,2019-04-25 20:54, (downtown / civic / van ness),"REMODELED STUDIO STEPS to BART, MUNI, FiDi, Night Life!",,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-studio-steps-to/6873057719.html,2095
1018,2019-04-25 20:54, (tenderloin),"$99 DEPOSIT- STUDIO WALK to FiDI, BART, MUNI, SHOPS, MUSEUMS, THEATRES",,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-99-deposit-studio-walk-to/6873057273.html,2095
1019,2019-04-25 20:54, (nob hill),"Mini Studio in Nob Hill, Walk to FiDi, MUNI, Shops, Restaurants",,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-mini-studio-in-nob-hill/6873054004.html,1748
1020,2019-04-25 20:54, (tenderloin),"Beautiful 1BR in Tenderloin, Close to BART, MUNI, Union Square, FiDi",1br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-1br-in/6873034770.html,2895
1021,2019-04-25 20:54, (pacific heights),"$99 DEPOSIT - BRIGHT 2BR in PACIFIC HEIGHTS, 2 Blocks toUnion & Polk",2br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-99-deposit-bright-2br-in/6873007263.html,4188
